ID,County,lon,lat,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
354,旬邑县,108.496394,34.30547652,5.773610571,4.533322571,4.66922524,4.805127908,7.008302319,6.525,3.538789819,3.897353649,7.746162047,4.552568067
355,淳化县,108.5874418,34.80477691,3.166293825,3.241656421,3.317019017,3.392381613,3.467744209,3.543106805,3.488046033,4.841960501,7.129830312,4.536841824
356,武功县,108.2065511,34.26613767,4.005579782,4.02173484,4.037889898,4.054044956,4.070200014,4.086355072,4.564797537,4.828002873,5.538552788,4.921779302
357,兴平市,108.340467,35.11796392,3.791027416,3.784594393,3.778161369,3.771728346,3.765295322,3.758862298,4.663977582,4.098192609,12.36206092,3.600536895
358,渭南市,109.5165896,34.50571552,4.383869888,4.411782594,4.439695299,2.390352697,4.495520711,4.523433416,4.649956503,3.759626604,5.608731637,3.306516823
359,华县,109.7784774,34.51873074,3.452954025,3.475189032,3.497424039,3.519659046,3.541894053,3.56412906,3.375823349,3.661051213,5.88742456,3.719289253
360,潼关县,109.9484533,34.80183276,3.828518519,2.691151522,1.349025974,2.736504011,1.76780303,1.813256113,3.29189907,3.984513772,12.49497158,2.639997956
361,大荔县,110.2525076,34.55032685,3.027223609,3.03217186,1.927644038,1.284871139,3.047016614,3.051964866,3.621944806,3.080819507,6.737315784,2.763997129
362,合阳县,109.5924965,34.96127413,3.658409392,3.720030523,3.781651654,3.843272785,3.904893915,3.966515046,2.535733172,3.039346812,8.740903536,4.584272238
363,澄城县,110.1553962,35.2438722,2.794277778,3.239063937,2.400257331,6.583268612,2.650920458,2.859232176,2.335436044,3.899069328,4.302859977,2.882084499
364,蒲城县,109.9384336,35.19657282,7.981420068,6.320166679,5.449265193,4.502888259,8.31889953,8.89309062,3.43667696,3.227059079,5.782878877,4.065996657
365,白水县,109.5975206,35.18328751,4.710669929,5.073549878,5.436429828,6.395474544,6.162189728,6.525069677,2.821962358,4.172731559,4.559877211,2.827733293
366,富平县,110.4495526,35.48208679,8.852628623,10.41405646,11.9754843,15.04345974,15.09833998,16.65976782,3.693292463,3.023243952,3.076228924,3.716701903
367,韩城市,109.1864374,34.75726044,3.564575988,4.086728691,5.357385661,4.289589722,6.280165054,6.478476556,2.43191906,3.90015657,8.270901637,6.310908207
368,延安市,109.5011837,36.65608966,4.6,1.595737355,1.621164645,0.11383973,1.672019224,1.697446514,1.328612211,1.651282051,5.786184211,2.80063398
369,延川县,110.2005403,36.88413696,2.091229294,2.158241976,2.225254658,2.29226734,5.186666667,2.010373444,1.134408602,2.793217479,2.420263425,2.92531413
370,甘泉县,109.3575235,36.28268862,1.278510051,1.293568883,1.308627715,1.323686547,1.338745379,1.353804211,1.456827879,2.843137255,1.945386013,2.015515326
371,富县,110.1754131,36.05639744,1.789678676,2.357477329,1.549222798,5.381118881,1.75375,1.41375,3.750788644,3.40398293,3.251546207,3.376129516
372,洛川县,109.8465491,35.59023377,1.719269777,3.37716626,1.994444444,6.495652174,1.061983471,1.283171521,3.73880597,4.124183007,3.536540103,3.618516002
373,宜川县,109.269606,35.58507635,3.007721291,3.103822393,3.199923495,6.948,3.392125698,3.4882268,3.6375,3.490039841,4.74386349,4.981986477
374,黄龙县,109.438404,35.76830043,0.643026005,1.791496007,0.875101379,1.82231353,1.775749674,1.118644068,3.528455285,3.604892966,2.269927941,3.664728682
375,黄陵县,107.0294302,33.07379991,4.703901437,5.548315862,3.90568979,16.46363636,5.179029126,5.259450856,3.529904975,3.479976785,6.925358719,3.442142857
376,汉中市,107.3406126,33.16239939,1.911113411,2.768162998,3.042448174,2.113576469,3.246300716,3.313258495,3.33157277,3.226181991,1.624895598,3.302583346
377,南郑县,106.9424332,33.0056146,0.86593786,1.810341081,0.659313014,1.156277056,0.666028708,0.710984308,2.886671418,3.18256262,0.646184054,3.157688911
378,城固县,107.5524643,33.22886259,1.451244344,1.983414518,1.229247656,0.207285429,1.332992153,1.441043084,2.836319018,3.02424091,1.5112078,2.30462882
379,洋县,107.7733928,32.98939744,3.370350691,4.180154663,3.463009015,4.55798124,7.038586957,6.707894737,2.82541464,2.178752719,4.20991015,3.192694595
380,西乡县,106.6794259,33.15980475,2.456772414,2.389172876,2.321573338,2.2539738,2.186374262,2.118774724,1.964428312,3.070267213,1.80193453,2.430332262
381,勉县,106.2645886,32.8353802,0.408591504,1.491835943,0.354140329,0.322382979,0.384629561,0.403325365,2.828324986,2.326151444,0.435818398,2.36813155
382,宁强县,106.163544,33.33319378,2.250879567,2.107940169,1.914701987,0.001522052,2.165251989,2.268350747,2.192217534,2.286266625,1.550060636,1.226651798
383,略阳县,107.6075696,37.60045987,2.762616822,1.312404992,0.646323529,1.022134834,0.710022075,0.747858392,2.130528921,1.205882353,1.874497992,2.355114292
384,镇巴县,107.9014456,32.54283337,0.012700274,0.184893391,0.007815528,0.003906654,0.007662095,0.003745802,1.166666667,2.290076336,0.384545049,2.266288952
385,留坝县,106.9274144,33.62382522,1.127586207,1.966940915,0.907407407,1.961703714,1.959085113,1.956466513,2.129770992,2.132352941,1.667373854,1.641417034
386,定边县,110.1275592,37.09485289,0.088662589,0.491664502,0.005200703,0.470331961,0.015661471,0.050396051,2.05781759,0.167525077,0.71641791,0.613798431
387,清涧县,108.515507,32.89912086,0.106989972,0.156387948,0.03280943,0.413911429,0.040046966,0.057463565,1.87763111,0.551934662,6.096306818,2.588335164
388,安康市,108.5415943,32.52578562,6.592713686,5.874405306,6.601466993,0.761556744,3.208770726,2.627233973,2.474253838,2.387127457,5.244373325,2.501234568
389,汉阴县,109.0356011,32.69051277,0.586651975,1.249295598,0.726394379,0.022801303,0.766131089,0.711442786,2.179685265,2.636971047,5.635738636,2.367346939
390,石泉县,108.2544268,33.04460211,1.799944848,1.808208752,1.816472656,1.824736559,1.833000463,1.841264367,2.445945946,2.367924528,2.556650246,2.546130952
391,紫阳县,109.3865965,35.99336798,1.884390498,1.9165672,1.948743901,1.980920603,2.013097304,2.045274006,2.231235785,2.696013289,2.547445255,2.19804742
392,商南县,110.8884085,33.53753348,2.112146456,2.103796806,2.095447155,2.087097504,2.078747854,2.070398203,2.074468085,2.385068422,2.329136062,2.284727119
